-3.00   9750. 3.00  -0.397  -0.121  -0.056  -0.012  -0.002
-3.00   9750. 3.50  -0.391  -0.076  -0.040  -0.014  -0.002
-3.00   9750. 4.00  -0.387  -0.044  -0.015  -0.014   0.000
-3.00   9750. 4.50  -0.385  -0.031   0.017  -0.012   0.006
-3.00   9750. 5.00  -0.388  -0.043   0.055  -0.008   0.014
-3.00  10000. 0.00  -0.496  -0.336  -0.033   0.014   0.019
-3.00  10000. 0.50  -0.496  -0.336  -0.033   0.014   0.019
-3.00  10000. 1.00  -0.496  -0.336  -0.033   0.014   0.019
-3.00  10000. 1.50  -0.496  -0.336  -0.033   0.014   0.019
-3.00  10000. 2.00  -0.476  -0.273  -0.054   0.000   0.008
-3.00  10000. 2.50  -0.460  -0.209  -0.065  -0.010  -0.002
-3.00  10000. 3.00  -0.451  -0.156  -0.063  -0.016  -0.006
-3.00  10000. 3.50  -0.444  -0.111  -0.050  -0.018  -0.008
-3.00  10000. 4.00  -0.438  -0.075  -0.028  -0.019  -0.006
-3.00  10000. 4.50  -0.434  -0.056   0.002  -0.018  -0.003
-3.00  10000. 5.00  -0.433  -0.060   0.039  -0.016   0.005
-3.00  10500. 0.00  -0.600  -0.389  -0.045   0.007   0.009
-3.00  10500. 0.50  -0.600  -0.389  -0.045   0.007   0.009
-3.00  10500. 1.00  -0.600  -0.389  -0.045   0.007   0.009
-3.00  10500. 1.50  -0.600  -0.389  -0.045   0.007   0.009
-3.00  10500. 2.00  -0.583  -0.335  -0.063  -0.005   0.000
-3.00  10500. 2.50  -0.568  -0.270  -0.076  -0.015  -0.010
-3.00  10500. 3.00  -0.559  -0.219  -0.076  -0.021  -0.014
-3.00  10500. 3.50  -0.552  -0.175  -0.067  -0.025  -0.016
-3.00  10500. 4.00  -0.545  -0.138  -0.050  -0.027  -0.017
-3.00  10500. 4.50  -0.538  -0.112  -0.024  -0.028  -0.014
-3.00  10500. 5.00  -0.532  -0.103   0.009  -0.027  -0.010
-3.00  11000. 0.00  -0.702  -0.437  -0.057   0.000   0.001
-3.00  11000. 0.50  -0.702  -0.437  -0.057   0.000   0.001
-3.00  11000. 1.00  -0.702  -0.437  -0.057   0.000   0.001
-3.00  11000. 1.50  -0.702  -0.437  -0.057   0.000   0.001
-3.00  11000. 2.00  -0.688  -0.391  -0.072  -0.010  -0.007
-3.00  11000. 2.50  -0.673  -0.324  -0.086  -0.020  -0.017
-3.00  11000. 3.00  -0.665  -0.274  -0.087  -0.027  -0.021
-3.00  11000. 3.50  -0.659  -0.232  -0.081  -0.030  -0.025
-3.00  11000. 4.00  -0.652  -0.196  -0.066  -0.033  -0.025
-3.00  11000. 4.50  -0.645  -0.168  -0.045  -0.035  -0.024
-3.00  11000. 5.00  -0.637  -0.152  -0.015  -0.036  -0.021
-3.00  11500. 0.00  -0.802  -0.479  -0.067  -0.006  -0.007
-3.00  11500. 0.50  -0.802  -0.479  -0.067  -0.006  -0.007
-3.00  11500. 1.00  -0.802  -0.479  -0.067  -0.006  -0.007
-3.00  11500. 1.50  -0.802  -0.479  -0.067  -0.006  -0.007
-3.00  11500. 2.00  -0.790  -0.442  -0.080  -0.014  -0.013
-3.00  11500. 2.50  -0.776  -0.373  -0.095  -0.025  -0.024
-3.00  11500. 3.00  -0.769  -0.323  -0.097  -0.031  -0.029
-3.00  11500. 3.50  -0.764  -0.283  -0.092  -0.035  -0.032
-3.00  11500. 4.00  -0.758  -0.249  -0.080  -0.038  -0.032
-3.00  11500. 4.50  -0.750  -0.221  -0.062  -0.040  -0.032
-3.00  11500. 5.00  -0.742  -0.203  -0.036  -0.042  -0.030
-3.00  12000. 0.00  -0.900  -0.518  -0.078  -0.012  -0.014
-3.00  12000. 0.50  -0.900  -0.518  -0.078  -0.012  -0.014
-3.00  12000. 1.00  -0.900  -0.518  -0.078  -0.012  -0.014
-3.00  12000. 1.50  -0.900  -0.518  -0.078  -0.012  -0.014
