 15000. 9.0 -1.160 -0.814  0.138 -0.065 -0.057
 15250. 9.0 -1.205 -0.819  0.132 -0.068 -0.061
 15500. 9.0 -1.250 -0.825  0.127 -0.072 -0.065
 15750. 9.0 -1.293 -0.831  0.121 -0.075 -0.069
 16000. 9.0 -1.336 -0.836  0.115 -0.078 -0.073
 16250. 9.0 -1.377 -0.842  0.108 -0.080 -0.076
 16500. 9.0 -1.418 -0.849  0.101 -0.083 -0.080
 16750. 9.0 -1.458 -0.855  0.094 -0.085 -0.083
 17000. 9.0 -1.498 -0.862  0.087 -0.087 -0.086
 17250. 9.0 -1.535 -0.869  0.081 -0.088 -0.088
 17500. 9.0 -1.571 -0.876  0.074 -0.090 -0.091
 17750. 9.0 -1.608 -0.883  0.068 -0.091 -0.093
 18000. 9.0 -1.644 -0.891  0.062 -0.092 -0.095
 18250. 9.0 -1.681 -0.898  0.055 -0.094 -0.097
 18500. 9.0 -1.717 -0.905  0.049 -0.095 -0.100
 18750. 9.0 -1.753 -0.912  0.043 -0.096 -0.102
 19000. 9.0 -1.790 -0.919  0.036 -0.098 -0.104
