  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  1.4540D+01  4.4140D+01  9.1570D+01
  1.6902D+02  2.6688D+02  8.1880D+02  1.4856D+03  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  1.3610D+01  4.8760D+01  1.0369D+02  1.8108D+02
  2.9495D+02  4.3303D+02  1.1721D+03  2.0433D+03  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  2.1560D+01  6.2630D+01  1.2613D+02  2.2329D+02  3.4969D+02
  5.0760D+02  7.1490D+02  9.5390D+02  2.1499D+03  3.5099D+03  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  7.6400D+00  2.2670D+01  1.0279D+02  2.1208D+02  3.5331D+02  5.4017D+02
  7.6548D+02  1.0314D+03  1.3593D+03  1.7267D+03  3.4879D+03  5.5729D+03  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  8.1500D+00  2.4490D+01  5.7950D+01  1.0308D+02  2.6981D+02  4.7492D+02  7.2133D+02
  1.0252D+03  1.3770D+03  1.7783D+03  2.2543D+03  2.7775D+03  5.2135D+03  7.8795D+03  0.0000D+00  0.0000D+00
  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  0.0000D+00  7.9000D+00  2.4080D+01  5.4720D+01  1.1072D+02  1.8972D+02  2.9472D+02  4.2772D+02  5.7872D+02
  8.1372D+02  1.0757D+03  1.3657D+03  1.6867D+03  2.0417D+03  2.4317D+03  2.8887D+03  3.3777D+03  4.6437D+03
  6.0017D+03  7.4577D+03  9.0397D+03  1.0729D+04  1.2528D+04  1.4478D+04  1.6523D+04  2.5351D+04  3.4629D+04
  4.4770D+00 -4.4800D-01  1.5620D-01 -8.5100D-02
           1           2           6           7           8          10          12          14          26
